START-OF-LOG: 2.0
CATEGORY: Multi-OP
CONTEST: WAE SSB
SPECIFIC: C25
CREATED-BY: Win-Test 4.24.0, modified by DXHF upload.
CALLSIGN: DQ5M
CLAIMED-SCORE: 782782
OPERATORS: DC2CL DF4MAA DG5LW DG8MG DJ3MY DK5MB DK6SP DL1MAJ DL3BY DO4DXA
QTC: 14287 PH 2017-09-09 1504 DQ5M          018/8      E2A           1458 IK3TZB         001
QTC: 14287 PH 2017-09-09 1504 DQ5M          018/8      E2A           1458 DH7OM          005
QTC: 14287 PH 2017-09-09 1504 DQ5M          018/8      E2A           1459 YL2PP          014
QSO: 14280 PH 2017-09-09 1506 DQ5M          59  0192   K6SQL         59  006
QSO: 14280 PH 2017-09-09 1506 DQ5M          59  0193   K2EQ          59  004
QSO: 14280 PH 2017-09-09 1507 DQ5M          59  0194   W2RC          59  007
QSO: 14280 PH 2017-09-09 1508 DQ5M          59  0195   W6KH          59  005
QSO: 14280 PH 2017-09-09 1508 DQ5M          59  0196   WA8NSS        59  006
QSO: 14280 PH 2017-09-09 1511 DQ5M          59  0197   K7RI          59  002
QSO: 14278 PH 2017-09-09 1514 DQ5M          59  0198   HS3ANP        59  066
QSO: 14214 PH 2017-09-09 1516 DQ5M          59  0199   A41NN         59  011
QSO: 14225 PH 2017-09-09 1517 DQ5M          59  0200   E28AD         59  100
QSO: 14280 PH 2017-09-09 1518 DQ5M          59  0201   V53DX         59  005
QSO: 14280 PH 2017-09-09 1519 DQ5M          59  0202   K5GKC         59  003
QSO: 14280 PH 2017-09-09 1524 DQ5M          59  0203   WA3EKL        59  023
QSO: 14280 PH 2017-09-09 1525 DQ5M          44  0204   MW6GWL        59  000
QSO: 21230 PH 2017-09-09 1529 DQ5M          59  0205   PY1GQ         59  081
QSO: 14245 PH 2017-09-09 1531 DQ5M          59  0206   CN2ZC         59  129
QTC: 14245 PH 2017-09-09 1531 DQ5M          016/10     CN2ZC         1511 DL8FAZ         043
QTC: 14245 PH 2017-09-09 1531 DQ5M          016/10     CN2ZC         1515 OE17WAE        012
QTC: 14245 PH 2017-09-09 1531 DQ5M          016/10     CN2ZC         1516 DJ2IA          023
QTC: 14245 PH 2017-09-09 1531 DQ5M          016/10     CN2ZC         1517 SV1CEI         005
QTC: 14245 PH 2017-09-09 1531 DQ5M          016/10     CN2ZC         1518 OK2FD          007
QTC: 14245 PH 2017-09-09 1531 DQ5M          016/10     CN2ZC         1519 DL1LSW         006
QTC: 14245 PH 2017-09-09 1531 DQ5M          016/10     CN2ZC         1520 DL9RAR         070
QTC: 14245 PH 2017-09-09 1531 DQ5M          016/10     CN2ZC         1520 PH5C           002
QTC: 14245 PH 2017-09-09 1531 DQ5M          016/10     CN2ZC         1521 F6HQP          027
QTC: 14245 PH 2017-09-09 1531 DQ5M          016/10     CN2ZC         1522 DJ5MW          040
QSO: 21280 PH 2017-09-09 1535 DQ5M          59  0207   CE8EIO        59  079
QSO: 14280 PH 2017-09-09 1536 DQ5M          59  0208   VU2DCC        59  007
QSO: 14280 PH 2017-09-09 1537 DQ5M          57  0209   MW0YAC        59  000
QSO: 14280 PH 2017-09-09 1539 DQ5M          59  0210   G5HY          59  000
QSO: 14195 PH 2017-09-09 1541 DQ5M          59  0211   3B9FR         59  002
QSO: 14280 PH 2017-09-09 1542 DQ5M          59  0212   YB0IBM        59  004
QSO: 14280 PH 2017-09-09 1545 DQ5M          59  0213   E20WUE        59  013
QSO: 14280 PH 2017-09-09 1547 DQ5M          59  0214   TF3PLN        59  000
QSO: 14280 PH 2017-09-09 1548 DQ5M          59  0215   M0NOM/P       59  000
QSO: 14256 PH 2017-09-09 1550 DQ5M          59  0216   VU2XE         59  049
QSO: 14205 PH 2017-09-09 1552 DQ5M          59  0217   YB6LBH        59  055
QSO: 14245 PH 2017-09-09 1553 DQ5M          59  0218   VU3NXI        59  031
QTC: 14245 PH 2017-09-09 1553 DQ5M          003/10     VU3NXI        1536 UA7K           328
QTC: 14245 PH 2017-09-09 1553 DQ5M          003/10     VU3NXI        1543 DR7B           086
QTC: 14245 PH 2017-09-09 1553 DQ5M          003/10     VU3NXI        1544 PA0GJV         035
QTC: 14245 PH 2017-09-09 1553 DQ5M          003/10     VU3NXI        1545 DK6FC          011
QTC: 14245 PH 2017-09-09 1553 DQ5M          003/10     VU3NXI        1545 DL5KUT         044
QTC: 14245 PH 2017-09-09 1553 DQ5M          003/10     VU3NXI        1546 OK2ABU         030
QTC: 14245 PH 2017-09-09 1553 DQ5M          003/10     VU3NXI        1546 F5IDJ          008
QTC: 14245 PH 2017-09-09 1553 DQ5M          003/10     VU3NXI        1547 DF9VJ          068
QTC: 14245 PH 2017-09-09 1553 DQ5M          003/10     VU3NXI        1548 DK0V           188
QTC: 14245 PH 2017-09-09 1553 DQ5M          003/10     VU3NXI        1553 DL6CT          081
QSO: 14215 PH 2017-09-09 1557 DQ5M          59  0219   ZS9Z          59  028
QSO: 14275 PH 2017-09-09 1558 DQ5M          59  0220   A61HA         59  106
QSO: 14280 PH 2017-09-09 1559 DQ5M          59  0221   KU2M          59  003
QSO: 14280 PH 2017-09-09 1600 DQ5M          59  0222   WK1W          59  002
QSO: 14280 PH 2017-09-09 1604 DQ5M          59  0223   VA2OBW        59  002
QSO: 21210 PH 2017-09-09 1606 DQ5M          59  0224   EH8SDC        59  000
QTC: 14215 PH 2017-09-09 1609 DQ5M          005/10     YB6DE         1501 EW1I           062
QTC: 14215 PH 2017-09-09 1609 DQ5M          005/10     YB6DE         1501 F5JNX          002
QTC: 14215 PH 2017-09-09 1609 DQ5M          005/10     YB6DE         1502 DL5KUT         029
QTC: 14215 PH 2017-09-09 1609 DQ5M          005/10     YB6DE         1502 DL0SN          150
QTC: 14215 PH 2017-09-09 1609 DQ5M          005/10     YB6DE         1504 R4FCJ          026
QTC: 14215 PH 2017-09-09 1609 DQ5M          005/10     YB6DE         1506 IZ2DLV         023
QTC: 14215 PH 2017-09-09 1609 DQ5M          005/10     YB6DE         1508 UA3VFS         013
QTC: 14215 PH 2017-09-09 1609 DQ5M          005/10     YB6DE         1508 RV3YR          012
QTC: 14215 PH 2017-09-09 1609 DQ5M          005/10     YB6DE         1509 RN4NF          024
QTC: 14215 PH 2017-09-09 1609 DQ5M          005/10     YB6DE         1513 SK2T           051
QTC: 14187 PH 2017-09-09 1613 DQ5M          014/10     E21YDP        1513 DL7URH         039
QTC: 14187 PH 2017-09-09 1613 DQ5M          014/10     E21YDP        1515 DF4UM          015
QTC: 14187 PH 2017-09-09 1613 DQ5M          014/10     E21YDP        1516 DL6RAI         019
QTC: 14187 PH 2017-09-09 1613 DQ5M          014/10     E21YDP        1519 DK6MP          015
QTC: 14187 PH 2017-09-09 1613 DQ5M          014/10     E21YDP        1520 UT8IM          041
QTC: 14187 PH 2017-09-09 1613 DQ5M          014/10     E21YDP        1521 DM2BPG         028
QTC: 14187 PH 2017-09-09 1613 DQ5M          014/10     E21YDP        1522 S52OT          097
QTC: 14187 PH 2017-09-09 1613 DQ5M          014/10     E21YDP        1523 HB9VAA         001
QTC: 14187 PH 2017-09-09 1613 DQ5M          014/10     E21YDP        1524 EA3HJO         003
QTC: 14187 PH 2017-09-09 1613 DQ5M          014/10     E21YDP        1527 DB1VQ          032
QSO: 21236 PH 2017-09-09 1617 DQ5M          59  0225   CT9/OM3RM     59  024
QSO: 14280 PH 2017-09-09 1619 DQ5M          59  0226   VU2JOS        59  004
QSO: 14280 PH 2017-09-09 1619 DQ5M          59  0227   VU2TO         59  005
QSO: 14280 PH 2017-09-09 1621 DQ5M          59  0228   HS8JCV        59  007
QTC: 14185 PH 2017-09-09 1623 DQ5M          006/10     BD7DT         1615 IK5FCK         006
QTC: 14185 PH 2017-09-09 1623 DQ5M          006/10     BD7DT         1615 IU2EFB         022
QTC: 14185 PH 2017-09-09 1623 DQ5M          006/10     BD7DT         1616 RA1ZZ/3        044
QTC: 14185 PH 2017-09-09 1623 DQ5M          006/10     BD7DT         1619 IK4LZH         061
QTC: 14185 PH 2017-09-09 1623 DQ5M          006/10     BD7DT         1619 IT9NVE         005
QTC: 14185 PH 2017-09-09 1623 DQ5M          006/10     BD7DT         1619 EA5DFV         019
QTC: 14185 PH 2017-09-09 1623 DQ5M          006/10     BD7DT         1620 I0WIJ          016
QTC: 14185 PH 2017-09-09 1623 DQ5M          006/10     BD7DT         1620 IZ5EME         076
QTC: 14185 PH 2017-09-09 1623 DQ5M          006/10     BD7DT         1622 G0BBV          006
QTC: 14185 PH 2017-09-09 1623 DQ5M          006/10     BD7DT         1622 DL7URH         053
QSO: 14280 PH 2017-09-09 1628 DQ5M          59  0229   A61EI         59  003
QSO: 14280 PH 2017-09-09 1630 DQ5M          59  0230   VU3WBB        59  011
QSO: 14280 PH 2017-09-09 1631 DQ5M          59  0231   YB4NY         59  007
QSO: 21233 PH 2017-09-09 1632 DQ5M          59  0232   L77D          59  018
QSO: 14280 PH 2017-09-09 1634 DQ5M          59  0233   HS6MYW        59  010
QSO: 14211 PH 2017-09-09 1636 DQ5M          59  0234   HZ1TL         59  168
QSO: 14280 PH 2017-09-09 1639 DQ5M          59  0235   VU2IBI        59  022
QTC: 14280 PH 2017-09-09 1639 DQ5M          001/10     VU2IBI        1051 DF0HQ          183
QTC: 14280 PH 2017-09-09 1639 DQ5M          001/10     VU2IBI        1058 UT5C           011
QTC: 14280 PH 2017-09-09 1639 DQ5M          001/10     VU2IBI        1548 I2WXJ          052
QTC: 14280 PH 2017-09-09 1639 DQ5M          001/10     VU2IBI        1553 Z33Z           038
QTC: 14280 PH 2017-09-09 1639 DQ5M          001/10     VU2IBI        1611 DL1VJL         010
QTC: 14280 PH 2017-09-09 1639 DQ5M          001/10     VU2IBI        1612 HG7T           312
QTC: 14280 PH 2017-09-09 1639 DQ5M          001/10     VU2IBI        1613 IK7FCK         007
QTC: 14280 PH 2017-09-09 1639 DQ5M          001/10     VU2IBI        1614 DR7B           096
QTC: 14280 PH 2017-09-09 1639 DQ5M          001/10     VU2IBI        1614 UT7ML          100
QTC: 14280 PH 2017-09-09 1639 DQ5M          001/10     VU2IBI        1614 R4FCI          036
QSO:  7163 PH 2017-09-09 1643 DQ5M          59  0236   JH4UTP        59  140
QSO:  7160 PH 2017-09-09 1645 DQ5M          59  0237   YC6BDD        59  014
QSO: 14280 PH 2017-09-09 1645 DQ5M          59  0238   KE1Q          59  003
QSO: 14280 PH 2017-09-09 1646 DQ5M          59  0239   K6SCA         59  002
QSO:  7194 PH 2017-09-09 1646 DQ5M          59  0240   JE6RPM        59  443
QSO: 14280 PH 2017-09-09 1647 DQ5M          59  0241   EA8KC         59  002
QSO: 14280 PH 2017-09-09 1647 DQ5M          59  0242   W6LG          59  005
QSO: 14280 PH 2017-09-09 1650 DQ5M          59  0243   W4VIC         59  007
QSO: 14208 PH 2017-09-09 1654 DQ5M          59  0244   A41ZZ         59  097
QSO: 14169 PH 2017-09-09 1655 DQ5M          59  0245   A92FQ         59  083
QTC: 14169 PH 2017-09-09 1655 DQ5M          005/10     A92FQ         1619 DF0HQ          346
QTC: 14169 PH 2017-09-09 1655 DQ5M          005/10     A92FQ         1621 OK2QA          036
QTC: 14169 PH 2017-09-09 1655 DQ5M          005/10     A92FQ         1621 DL5KMT         055
QTC: 14169 PH 2017-09-09 1655 DQ5M          005/10     A92FQ         1622 IZ2DLV         049
QTC: 14169 PH 2017-09-09 1655 DQ5M          005/10     A92FQ         1622 PI4AMF         077
QTC: 14169 PH 2017-09-09 1655 DQ5M          005/10     A92FQ         1623 UY5ZZ          152
QTC: 14169 PH 2017-09-09 1655 DQ5M          005/10     A92FQ         1624 DL5L           154
QTC: 14169 PH 2017-09-09 1655 DQ5M          005/10     A92FQ         1624 S57DX          142
QTC: 14169 PH 2017-09-09 1655 DQ5M          005/10     A92FQ         1625 8S0C           113
QTC: 14169 PH 2017-09-09 1655 DQ5M          005/10     A92FQ         1626 DK2YL          036
QSO: 28470 PH 2017-09-09 1659 DQ5M          59  0246   PY2YU         59  237
QSO: 28460 PH 2017-09-09 1659 DQ5M          59  0247   ZX5J          59  593
QSO: 14280 PH 2017-09-09 1701 DQ5M          59  0248   N1API         59  013
QSO:  7196 PH 2017-09-09 1702 DQ5M          59  0249   JH1EAQ        59  275
QSO: 14192 PH 2017-09-09 1706 DQ5M          59  0250   7X5KBS        59  000
QSO:  7161 PH 2017-09-09 1713 DQ5M          59  0251   UN3M          59  008
QSO: 14280 PH 2017-09-09 1715 DQ5M          59  0252   AE4VE         59  002
QSO:  7136 PH 2017-09-09 1716 DQ5M          59  0253   4K6AG         59  000
QSO:  7154 PH 2017-09-09 1719 DQ5M          59  0254   4L2M          59  353
QSO: 14262 PH 2017-09-09 1728 DQ5M          59  0255   KG5HVO        59  003
QSO: 14230 PH 2017-09-09 1731 DQ5M          59  0256   9M2R          59  083
QSO: 28436 PH 2017-09-09 1733 DQ5M          59  0257   CE8EIO        59  157
QSO: 14262 PH 2017-09-09 1743 DQ5M          59  0258   KD4US         59  002
QTC: 14227 PH 2017-09-09 1752 DQ5M          043/5      WA1J          1717 G0DKO          001
QTC: 14227 PH 2017-09-09 1752 DQ5M          043/5      WA1J          1717 M6ETL          005
QTC: 14227 PH 2017-09-09 1752 DQ5M          043/5      WA1J          1719 EI/DL1ATZ      009
QTC: 14227 PH 2017-09-09 1752 DQ5M          043/5      WA1J          1720 UR3GU          115
QTC: 14227 PH 2017-09-09 1752 DQ5M          043/5      WA1J          1721 EW7M           103
QSO: 28430 PH 2017-09-09 1753 DQ5M          59  0259   PY1GQ         59  153
QSO: 14247 PH 2017-09-09 1755 DQ5M          59  0260   CT9/OM3RM     59  092
QTC: 14247 PH 2017-09-09 1755 DQ5M          003/10     CT9/OM3RM     1616 DF0BV          042
QTC: 14247 PH 2017-09-09 1755 DQ5M          003/10     CT9/OM3RM     1616 IZ3ALW         017
QTC: 14247 PH 2017-09-09 1755 DQ5M          003/10     CT9/OM3RM     1616 PA3GRM         020
QTC: 14247 PH 2017-09-09 1755 DQ5M          003/10     CT9/OM3RM     1617 DQ5M           225
QTC: 14247 PH 2017-09-09 1755 DQ5M          003/10     CT9/OM3RM     1618 DO5BK          009
QTC: 14247 PH 2017-09-09 1755 DQ5M          003/10     CT9/OM3RM     1628 DK7C           161
QTC: 14247 PH 2017-09-09 1755 DQ5M          003/10     CT9/OM3RM     1629 9A2KDE         071
QTC: 14247 PH 2017-09-09 1755 DQ5M          003/10     CT9/OM3RM     1632 DF2F           057
QTC: 14247 PH 2017-09-09 1755 DQ5M          003/10     CT9/OM3RM     1633 DL8MEF         017
QTC: 14247 PH 2017-09-09 1755 DQ5M          003/10     CT9/OM3RM     1634 E71CQ          021
QSO: 14262 PH 2017-09-09 1800 DQ5M          59  0261   NN2T          59  013
QTC: 14262 PH 2017-09-09 1801 DQ5M          001/10     WA3EKL        0009 YU1XA          011
QTC: 14262 PH 2017-09-09 1801 DQ5M          001/10     WA3EKL        0013 LZ5K           020
QTC: 14262 PH 2017-09-09 1801 DQ5M          001/10     WA3EKL        0020 HG7T           022
QTC: 14262 PH 2017-09-09 1801 DQ5M          001/10     WA3EKL        0024 UA7K           025
QTC: 14262 PH 2017-09-09 1801 DQ5M          001/10     WA3EKL        0031 CT7AHV         031
QTC: 14262 PH 2017-09-09 1801 DQ5M          001/10     WA3EKL        0036 LY4A           009
QTC: 14262 PH 2017-09-09 1801 DQ5M          001/10     WA3EKL        0038 OM2VL          022
QTC: 14262 PH 2017-09-09 1801 DQ5M          001/10     WA3EKL        0038 TM5N           024
QTC: 14262 PH 2017-09-09 1801 DQ5M          001/10     WA3EKL        0107 EA5DFV         032
QTC: 14262 PH 2017-09-09 1801 DQ5M          001/10     WA3EKL        0156 DF0HQ          048
QSO: 14262 PH 2017-09-09 1811 DQ5M          59  0262   AB4B          59  005
QTC: 14262 PH 2017-09-09 1812 DQ5M          001/10     N2MM          0002 HG7T           004
QTC: 14262 PH 2017-09-09 1812 DQ5M          001/10     N2MM          0003 LZ5K           007
QTC: 14262 PH 2017-09-09 1812 DQ5M          001/10     N2MM          0005 YU1XA          006
QTC: 14262 PH 2017-09-09 1812 DQ5M          001/10     N2MM          0007 DF0HQ          007
QTC: 14262 PH 2017-09-09 1812 DQ5M          001/10     N2MM          0012 UA7K           014
QTC: 14262 PH 2017-09-09 1812 DQ5M          001/10     N2MM          0023 TM5N           005
QTC: 14262 PH 2017-09-09 1812 DQ5M          001/10     N2MM          0034 CT2AHV         016
QTC: 14262 PH 2017-09-09 1812 DQ5M          001/10     N2MM          0124 LY4A           010
QTC: 14262 PH 2017-09-09 1812 DQ5M          001/10     N2MM          0132 OM2VL          014
QTC: 14262 PH 2017-09-09 1812 DQ5M          001/10     N2MM          1513 G4PVM          007
QSO: 28479 PH 2017-09-09 1813 DQ5M          59  0263   ZW8T          59  430
QSO: 14262 PH 2017-09-09 1814 DQ5M          59  0264   N2MM          59  023
QSO: 14262 PH 2017-09-09 1814 DQ5M          59  0265   W3NX          59  005
QSO: 14262 PH 2017-09-09 1816 DQ5M          59  0266   K4NPC         59  006
QSO: 14262 PH 2017-09-09 1818 DQ5M          59  0267   VO1COD        59  006
QSO:  7192 PH 2017-09-09 1820 DQ5M          59  0268   E2X           59  384
QSO: 14262 PH 2017-09-09 1821 DQ5M          59  0269   KI4NSP        59  001
QSO: 14262 PH 2017-09-09 1821 DQ5M          59  0270   A45WG         59  101
QTC: 14262 PH 2017-09-09 1821 DQ5M          010/10     A45WG         1810 PA2KW          011
QTC: 14262 PH 2017-09-09 1821 DQ5M          010/10     A45WG         1811 OK1OA          036
QTC: 14262 PH 2017-09-09 1821 DQ5M          010/10     A45WG         1819 DH1TST         006
QTC: 14262 PH 2017-09-09 1821 DQ5M          010/10     A45WG         1914 9A1KDE         080
QTC: 14262 PH 2017-09-09 1821 DQ5M          010/10     A45WG         1916 DL7JAN         018
QTC: 14262 PH 2017-09-09 1821 DQ5M          010/10     A45WG         1813 OE3IDE         007
QTC: 14262 PH 2017-09-09 1821 DQ5M          010/10     A45WG         1812 DK8MAS         014
QTC: 14262 PH 2017-09-09 1821 DQ5M          010/10     A45WG         1814 DF4UM          036
QTC: 14262 PH 2017-09-09 1821 DQ5M          010/10     A45WG         1816 LX1NX          042
QTC: 14262 PH 2017-09-09 1821 DQ5M          010/10     A45WG         1816 EA2WD          006
QSO: 21270 PH 2017-09-09 1834 DQ5M          59  0271   CV7S          59  116
QSO: 14262 PH 2017-09-09 1837 DQ5M          59  0272   K9ZO          59  006
X-QSO: 28439 PH 2017-09-09 1838 DQ5M          59  0273   DQ5M          59  XXX
QSO: 28474 PH 2017-09-09 1841 DQ5M          59  0274   PY5WW         59  071
QTC: 28474 PH 2017-09-09 1841 DQ5M          003/10     PY5WW         0132 DL5L           027
QTC: 28474 PH 2017-09-09 1841 DQ5M          003/10     PY5WW         0133 DP6P           016
QTC: 28474 PH 2017-09-09 1841 DQ5M          003/10     PY5WW         0133 DK0V           016
QTC: 28474 PH 2017-09-09 1841 DQ5M          003/10     PY5WW         0135 GB5IVE         014
QTC: 28474 PH 2017-09-09 1841 DQ5M          003/10     PY5WW         0137 F6BLK          007
QTC: 28474 PH 2017-09-09 1841 DQ5M          003/10     PY5WW         0137 DL0HN          028
QTC: 28474 PH 2017-09-09 1841 DQ5M          003/10     PY5WW         0139 PI4AMF         019
QTC: 28474 PH 2017-09-09 1841 DQ5M          003/10     PY5WW         0143 EA5HYJ         019
QTC: 28474 PH 2017-09-09 1841 DQ5M          003/10     PY5WW         0146 S57DX          034
QTC: 28474 PH 2017-09-09 1841 DQ5M          003/10     PY5WW         1756 IZ8GNR         107
QSO: 28450 PH 2017-09-09 1846 DQ5M          59  0275   PY5AB         59  251
QTC: 28450 PH 2017-09-09 1846 DQ5M          026/5      PY5AB         1747 ON4CT          016
QTC: 28450 PH 2017-09-09 1846 DQ5M          026/5      PY5AB         1752 IZ8GNR         105
QTC: 28450 PH 2017-09-09 1846 DQ5M          026/5      PY5AB         1754 9H1AE          013
QTC: 28450 PH 2017-09-09 1846 DQ5M          026/5      PY5AB         1755 I5MPK          022
QTC: 28450 PH 2017-09-09 1846 DQ5M          026/5      PY5AB         1756 SV1PMR         072
QSO: 21277 PH 2017-09-09 1850 DQ5M          59  0276   PY4XX         59  009
X-QSO: 28455 PH 2017-09-09 1850 DQ5M          59  0277   DQ5M          59  XXX
QTC: 14260 PH 2017-09-09 1851 DQ5M          015/10     CN8VO         1820 IZ3NYG         088
QTC: 14260 PH 2017-09-09 1851 DQ5M          015/10     CN8VO         1821 EA1DHB         024
QTC: 14260 PH 2017-09-09 1851 DQ5M          015/10     CN8VO         1822 S57DX          175
QTC: 14260 PH 2017-09-09 1851 DQ5M          015/10     CN8VO         1822 DL7JAN         022
QTC: 14260 PH 2017-09-09 1851 DQ5M          015/10     CN8VO         1822 OP3A           031
QTC: 14260 PH 2017-09-09 1851 DQ5M          015/10     CN8VO         1822 OE3DXA         089
QTC: 14260 PH 2017-09-09 1851 DQ5M          015/10     CN8VO         1823 IK2TYL         023
QTC: 14260 PH 2017-09-09 1851 DQ5M          015/10     CN8VO         1823 DK7C           191
QTC: 14260 PH 2017-09-09 1851 DQ5M          015/10     CN8VO         1824 9A5O           034
QTC: 14260 PH 2017-09-09 1851 DQ5M          015/10     CN8VO         1824 IU4FLO         056
QSO: 28462 PH 2017-09-09 1853 DQ5M          59  0278   PY3KN         59  016
QSO: 14231 PH 2017-09-09 1854 DQ5M          59  0279   PY2NY         59  061
QSO: 14172 PH 2017-09-09 1855 DQ5M          59  0280   HZ1DG         59  049
QSO: 28440 PH 2017-09-09 1907 DQ5M          59  0281   LW1EUD        59  035
QSO: 14185 PH 2017-09-09 1909 DQ5M          59  0282   5K300PF       59  000
QSO: 14261 PH 2017-09-09 1916 DQ5M          59  0283   VE3TW         59  011
QSO: 14261 PH 2017-09-09 1917 DQ5M          59  0284   PJ4DX         59  034
QSO: 14261 PH 2017-09-09 1918 DQ5M          59  0285   N6AR          59  009
QSO: 14261 PH 2017-09-09 1918 DQ5M          59  0286   K3PA          59  001
QSO: 14261 PH 2017-09-09 1920 DQ5M          59  0287   K2TRD         59  004
QSO: 14261 PH 2017-09-09 1921 DQ5M          59  0288   YV5AAX        59  112
QSO: 14261 PH 2017-09-09 1927 DQ5M          59  0289   K4REB         59  022
QSO: 14170 PH 2017-09-09 1931 DQ5M          59  0290   W4NC          59  026
QTC: 14170 PH 2017-09-09 1931 DQ5M          005/10     W4NC          1901 DK0V           237
QTC: 14170 PH 2017-09-09 1931 DQ5M          005/10     W4NC          1906 DL5WW          231
QTC: 14170 PH 2017-09-09 1931 DQ5M          005/10     W4NC          1908 DF0HQ          425
QTC: 14170 PH 2017-09-09 1931 DQ5M          005/10     W4NC          1913 IW1FRU         047
QTC: 14170 PH 2017-09-09 1931 DQ5M          005/10     W4NC          1917 YT1A           047
QTC: 14170 PH 2017-09-09 1931 DQ5M          005/10     W4NC          1920 F5HX           034
QTC: 14170 PH 2017-09-09 1931 DQ5M          005/10     W4NC          1923 IW2FUT         013
QTC: 14170 PH 2017-09-09 1931 DQ5M          005/10     W4NC          1924 OK2TS          029
QTC: 14170 PH 2017-09-09 1931 DQ5M          005/10     W4NC          1926 HB9AMH         006
QTC: 14170 PH 2017-09-09 1931 DQ5M          005/10     W4NC          1929 DF2AJ          082
QSO: 14266 PH 2017-09-09 1938 DQ5M          59  0291   NW3Y          59  008
QSO: 14266 PH 2017-09-09 1939 DQ5M          59  0292   NK2Q          59  003
QTC:  7178 PH 2017-09-09 2002 DQ5M          014/10     UN3M          1906 DG7JB          005
QTC:  7178 PH 2017-09-09 2002 DQ5M          014/10     UN3M          1906 DF8TM          027
QTC:  7178 PH 2017-09-09 2002 DQ5M          014/10     UN3M          1907 IW8EIN         001
QTC:  7178 PH 2017-09-09 2002 DQ5M          014/10     UN3M          1907 PA3DDP         013
QTC:  7178 PH 2017-09-09 2002 DQ5M          014/10     UN3M          1908 DK6CQ          033
QTC:  7178 PH 2017-09-09 2002 DQ5M          014/10     UN3M          1908 IZ2DLV         080
QTC:  7178 PH 2017-09-09 2002 DQ5M          014/10     UN3M          1911 SQ5KWJ         001
QTC:  7178 PH 2017-09-09 2002 DQ5M          014/10     UN3M          1911 S57DX          193
QTC:  7178 PH 2017-09-09 2002 DQ5M          014/10     UN3M          1913 DL0IL          115
QTC:  7178 PH 2017-09-09 2002 DQ5M          014/10     UN3M          1913 YO9HP          122
QSO: 14250 PH 2017-09-09 2005 DQ5M          59  0293   CE2MVF        59  064
QSO:  7148 PH 2017-09-09 2006 DQ5M          59  0294   HZ1TL         59  325
QSO:  7188 PH 2017-09-09 2014 DQ5M          59  0295   TA3AWS        59  241
QSO: 14262 PH 2017-09-09 2025 DQ5M          59  0296   KD2NOM        59  002
QSO: 14262 PH 2017-09-09 2029 DQ5M          59  0297   NC4MI         59  014
QSO: 14262 PH 2017-09-09 2031 DQ5M          59  0298   KA9ZZT        59  014
QSO: 14262 PH 2017-09-09 2031 DQ5M          59  0299   W2WCM         59  007
QSO: 14262 PH 2017-09-09 2034 DQ5M          59  0300   AC2T          59  005
QSO: 14262 PH 2017-09-09 2035 DQ5M          59  0301   KK4ZT         59  004
QSO: 14262 PH 2017-09-09 2035 DQ5M          59  0302   WE4JK         59  003
QSO: 14262 PH 2017-09-09 2037 DQ5M          59  0303   WS9M          59  015
QSO: 14262 PH 2017-09-09 2038 DQ5M          59  0304   WP4JW         59  003
QSO: 14262 PH 2017-09-09 2039 DQ5M          59  0305   WP4YL         59  002
QSO: 14262 PH 2017-09-09 2040 DQ5M          59  0306   AB2TC         59  018
QSO: 14262 PH 2017-09-09 2041 DQ5M          59  0307   W1NRG         59  018
QSO: 14273 PH 2017-09-09 2043 DQ5M          59  0308   8P50B         59  029
QSO: 14265 PH 2017-09-09 2045 DQ5M          59  0309   K2MK          59  010
QTC: 14265 PH 2017-09-09 2045 DQ5M          002/5      K2MK          2038 HG7T           440
QTC: 14265 PH 2017-09-09 2045 DQ5M          002/5      K2MK          2042 S57DX          218
QTC: 14265 PH 2017-09-09 2045 DQ5M          002/5      K2MK          2043 RW2F           070
QTC: 14265 PH 2017-09-09 2045 DQ5M          002/5      K2MK          2043 TM5N           117
QTC: 14265 PH 2017-09-09 2045 DQ5M          002/5      K2MK          2044 IK3UNA         067
QSO: 14265 PH 2017-09-09 2049 DQ5M          59  0310   N1FTP         59  010
QSO: 14265 PH 2017-09-09 2050 DQ5M          59  0311   HC1JQ         59  026
QSO: 14180 PH 2017-09-09 2057 DQ5M          59  0312   PY1GQ         59  214
QSO: 14237 PH 2017-09-09 2101 DQ5M          59  0313   W3IUU         59  017
QSO: 14237 PH 2017-09-09 2104 DQ5M          59  0314   K3TW          59  001
QSO: 14214 PH 2017-09-09 2106 DQ5M          59  0315   LQ0D          59  164
QSO: 14249 PH 2017-09-09 2110 DQ5M          59  0316   N3YPJ         58  003
QSO: 14249 PH 2017-09-09 2111 DQ5M          59  0317   AB9H          59  005
QSO: 14249 PH 2017-09-09 2112 DQ5M          59  0318   KG9SF         59  023
QSO: 14249 PH 2017-09-09 2112 DQ5M          59  0319   KN2T          59  064
QSO: 14249 PH 2017-09-09 2114 DQ5M          59  0320   KB2LOI        59  006
QSO: 14249 PH 2017-09-09 2114 DQ5M          59  0321   WB4TOM        59  006
QSO: 14249 PH 2017-09-09 2115 DQ5M          59  0322   KV0Q          59  009
QSO: 14249 PH 2017-09-09 2115 DQ5M          59  0323   WB2LIL        59  017
QSO: 14249 PH 2017-09-09 2116 DQ5M          59  0324   WO3E          59  002
QSO: 14249 PH 2017-09-09 2119 DQ5M          59  0325   VA3SFM        59  002
